monster ID,monster type,number of arms,number of legs,power level,uuid
1009,ghost,0,0,59,1009
1010,goblin,4,2,10,1010
1011,ghost,2,2,50,1011
1012,goblin,3,2,20,1012
1013,ghost,0,0,38,1013
1014,goblin,1,2,0,1014
1015,spider,4,4,66,1015
1016,dragon,4,4,85,1016
1017,ghost,1,0,39,1017
1018,zombie,1,2,38,1018
1019,dragon,4,4,90,1019
1020,ghost,0,0,42,1020
1021,zombie,1,1,23,1021
1022,dragon,4,2,94,1022
1023,dragon,4,2,93,1023
1024,goblin,1,2,8,1024
1025,spider,4,4,47,1025
1026,goblin,4,2,4,1026
1027,zombie,1,0,22,1027
1028,ghost,2,2,48,1028
1029,dragon,2,4,99,1029
1030,spider,4,4,61,1030
1031,zombie,1,1,14,1031
1032,dragon,4,2,92,1032
1033,zombie,2,2,15,1033
1034,ghost,2,0,44,1034
1035,ghost,2,0,32,1035
1036,ghost,1,2,45,1036
1037,zombie,0,2,12,1037
1038,zombie,0,1,25,1038
1039,ghost,2,0,58,1039
1040,dragon,4,2,82,1040
1041,goblin,1,2,9,1041
1042,ghost,0,0,56,1042
1043,goblin,3,2,28,1043
1044,goblin,4,2,19,1044
1045,dragon,4,4,88,1045
1046,dragon,2,4,100,1046
1047,spider,4,4,43,1047
1048,dragon,4,4,90,1048
1049,spider,4,4,39,1049
1050,spider,4,4,69,1050
1051,dragon,2,2,96,1051
1052,dragon,4,2,100,1052
1053,dragon,2,4,93,1053
1054,zombie,2,2,37,1054
1055,spider,4,4,36,1055
1056,goblin,1,2,25,1056
1057,goblin,1,2,16,1057
1058,dragon,2,4,89,1058
1059,spider,4,4,62,1059
1060,dragon,4,4,87,1060
1061,goblin,4,2,22,1061
1062,goblin,3,2,27,1062
1063,dragon,2,2,99,1063
1064,zombie,2,2,22,1064
1065,zombie,1,0,17,1065
1066,ghost,1,2,47,1066
1067,ghost,2,0,55,1067
1068,zombie,0,2,26,1068
1069,ghost,1,2,42,1069
1070,zombie,0,0,37,1070
1071,zombie,1,0,18,1071
1072,zombie,0,0,17,1072
1073,zombie,0,0,28,1073
1074,spider,4,4,74,1074
1075,dragon,4,2,84,1075
1076,goblin,3,2,17,1076
1077,ghost,1,0,33,1077
1078,dragon,4,4,95,1078
1079,goblin,1,2,22,1079
1080,spider,4,4,37,1080
1081,goblin,4,2,30,1081
1082,spider,4,4,55,1082
1083,zombie,1,1,30,1083
1084,zombie,1,2,35,1084
1085,goblin,4,2,18,1085
1086,ghost,0,2,49,1086
1087,spider,4,4,73,1087
1088,ghost,1,2,36,1088
1089,spider,4,4,48,1089
1090,dragon,4,2,99,1090
1091,goblin,3,2,1,1091
1092,spider,4,4,44,1092
1093,ghost,0,0,59,1093
1094,goblin,2,2,25,1094
1095,goblin,4,2,8,1095
1096,goblin,3,2,8,1096
1097,dragon,2,2,95,1097
1098,dragon,2,4,99,1098
1099,ghost,0,0,56,1099
1100,dragon,4,2,87,1100
1101,goblin,1,2,16,1101
1102,zombie,1,2,21,1102
1103,zombie,2,0,35,1103
1104,spider,4,4,46,1104
1105,spider,4,4,43,1105
1106,goblin,1,2,19,1106
1107,spider,4,4,74,1107
1108,ghost,0,2,55,1108
1109,zombie,0,1,36,1109
1110,zombie,2,2,31,1110
1111,zombie,2,0,18,1111
1112,goblin,3,2,2,1112
1113,ghost,1,2,59,1113
1114,spider,4,4,69,1114
1115,zombie,0,2,13,1115
1116,spider,4,4,54,1116
1117,dragon,4,4,89,1117
1118,spider,4,4,35,1118
1119,spider,4,4,40,1119
1120,spider,4,4,39,1120
1121,dragon,4,4,100,1121
1122,goblin,2,2,3,1122
1123,goblin,2,2,27,1123
1124,spider,4,4,47,1124
1125,goblin,1,2,9,1125
1126,zombie,2,1,14,1126
1127,dragon,4,2,89,1127
1128,goblin,3,2,15,1128
1129,dragon,4,2,100,1129
1130,dragon,4,4,83,1130
1131,spider,4,4,56,1131
1132,zombie,1,2,20,1132
1133,dragon,4,4,91,1133
1134,dragon,4,2,91,1134
1135,dragon,4,2,100,1135
1136,ghost,1,0,59,1136
1137,spider,4,4,61,1137
1138,ghost,2,2,44,1138
1139,spider,4,4,50,1139
1140,dragon,4,4,97,1140
1141,spider,4,4,43,1141
1142,goblin,4,2,26,1142
1143,goblin,3,2,17,1143
1144,spider,4,4,58,1144
1145,zombie,2,1,12,1145
1146,ghost,2,0,32,1146
1147,goblin,4,2,21,1147
1148,spider,4,4,44,1148
1149,ghost,0,2,58,1149
1150,spider,4,4,52,1150
1151,spider,4,4,56,1151
1152,spider,4,4,60,1152
1153,spider,4,4,41,1153
1154,spider,4,4,45,1154
1155,spider,4,4,38,1155
1156,spider,4,4,42,1156
1157,spider,4,4,35,1157
1158,ghost,0,2,59,1158
1159,ghost,0,2,56,1159
1160,zombie,2,0,11,1160
1161,ghost,1,0,54,1161
1162,ghost,1,2,40,1162
1163,spider,4,4,69,1163
1164,goblin,3,2,9,1164
1165,zombie,1,2,25,1165
1166,goblin,1,2,9,1166
1167,ghost,0,0,59,1167
1168,ghost,1,2,47,1168
1169,goblin,2,2,24,1169
1170,goblin,4,2,1,1170
1171,zombie,2,0,36,1171
1172,goblin,3,2,18,1172
1173,spider,4,4,59,1173
1174,ghost,1,0,55,1174
1175,zombie,2,0,40,1175
1176,goblin,1,2,9,1176
1177,zombie,2,2,27,1177
1178,spider,4,4,65,1178
1179,zombie,2,0,10,1179
1180,ghost,0,0,31,1180
1181,goblin,2,2,19,1181
1182,spider,4,4,50,1182
1183,goblin,4,2,24,1183
1184,ghost,1,2,47,1184
1185,dragon,4,4,89,1185
1186,goblin,1,2,13,1186
1187,ghost,2,0,46,1187
1188,goblin,2,2,8,1188
1189,dragon,2,4,92,1189
1190,ghost,2,0,47,1190
1191,ghost,0,0,44,1191
1192,dragon,4,2,94,1192
1193,ghost,0,2,40,1193
1194,zombie,0,2,35,1194
1195,goblin,1,2,19,1195
1196,goblin,3,2,21,1196
1197,dragon,2,2,84,1197
1198,dragon,2,4,82,1198
1199,goblin,1,2,19,1199
1200,zombie,1,2,12,1200
1201,ghost,1,0,54,1201
1202,zombie,0,1,22,1202
1203,dragon,2,4,82,1203
1204,zombie,1,0,28,1204
1205,zombie,0,0,25,1205
1206,dragon,4,4,81,1206
1207,goblin,3,2,4,1207
1208,dragon,2,4,86,1208
1209,ghost,1,0,31,1209
1210,spider,4,4,61,1210
1211,goblin,4,2,18,1211
1212,ghost,2,0,48,1212
1213,zombie,2,0,37,1213
1214,ghost,2,0,50,1214
1215,ghost,0,0,35,1215
1216,goblin,3,2,0,1216
1217,spider,4,4,53,1217
1218,zombie,2,2,27,1218
1219,ghost,2,2,36,1219
1220,spider,4,4,64,1220
1221,zombie,2,1,24,1221
1222,ghost,0,2,46,1222
1223,dragon,4,4,89,1223
1224,zombie,1,0,27,1224
1225,goblin,2,2,30,1225
1226,dragon,4,2,93,1226
1227,goblin,2,2,6,1227
1228,ghost,2,0,46,1228
1229,zombie,0,2,12,1229
1230,dragon,4,2,86,1230
1231,zombie,2,1,10,1231
1232,dragon,2,4,82,1232
1233,dragon,4,2,95,1233
1234,spider,4,4,73,1234
1235,ghost,2,0,50,1235
1236,dragon,4,4,94,1236
1237,dragon,2,2,95,1237
1238,spider,4,4,54,1238
1239,spider,4,4,39,1239
1240,zombie,0,2,13,1240
1241,ghost,2,0,40,1241
1242,dragon,2,2,95,1242
1243,zombie,2,2,20,1243
1244,spider,4,4,37,1244
1245,zombie,2,2,37,1245
1246,dragon,4,2,91,1246
1247,ghost,1,2,59,1247
1248,spider,4,4,64,1248
1249,spider,4,4,70,1249
1250,zombie,1,2,20,1250
1251,dragon,2,4,95,1251
1252,spider,4,4,56,1252
1253,ghost,1,0,47,1253
1254,ghost,1,2,35,1254
1255,dragon,4,4,93,1255
1256,zombie,0,1,13,1256
1257,spider,4,4,60,1257
1258,dragon,4,2,100,1258
1259,zombie,1,0,27,1259
1260,ghost,0,0,42,1260
1261,zombie,2,0,28,1261
1262,ghost,2,0,38,1262
1263,goblin,2,2,6,1263
1264,zombie,2,0,39,1264
1265,ghost,1,2,44,1265
1266,dragon,4,4,85,1266
1267,ghost,0,0,40,1267
1268,zombie,1,2,31,1268
1269,dragon,2,2,89,1269
1270,spider,4,4,63,1270
1271,zombie,2,0,31,1271
1272,spider,4,4,51,1272
1273,ghost,2,0,34,1273
1274,spider,4,4,53,1274
1275,zombie,2,1,25,1275
1276,dragon,4,4,91,1276
1277,zombie,0,0,33,1277
1278,zombie,1,1,17,1278
1279,ghost,1,2,30,1279
1280,goblin,4,2,5,1280
1281,ghost,2,2,55,1281
1282,dragon,4,4,88,1282
1283,goblin,4,2,10,1283
1284,spider,4,4,71,1284
1285,ghost,0,0,57,1285
1286,zombie,0,2,21,1286
1287,goblin,4,2,18,1287
1288,zombie,1,2,39,1288
1289,spider,4,4,42,1289
1290,goblin,3,2,27,1290
1291,zombie,2,0,15,1291
1292,ghost,0,2,34,1292
1293,dragon,2,4,90,1293
1294,goblin,3,2,26,1294
1295,dragon,2,2,94,1295
1296,zombie,2,1,37,1296
1297,dragon,2,4,89,1297
1298,spider,4,4,57,1298
1299,zombie,0,2,11,1299
1300,spider,4,4,64,1300
1301,zombie,0,1,39,1301
1302,ghost,0,0,38,1302
1303,spider,4,4,75,1303
1304,spider,4,4,67,1304
1305,dragon,2,2,85,1305
1306,spider,4,4,68,1306
1307,spider,4,4,59,1307
1308,zombie,2,2,37,1308
1309,zombie,2,2,39,1309
1310,goblin,4,2,26,1310
1311,ghost,2,0,43,1311
1312,zombie,1,1,19,1312
1313,spider,4,4,43,1313
1314,zombie,1,0,27,1314
1315,goblin,4,2,20,1315
1316,zombie,1,2,14,1316
1317,spider,4,4,35,1317
1318,spider,4,4,40,1318
1319,zombie,0,2,25,1319
1320,spider,4,4,59,1320
1321,dragon,2,4,83,1321
1322,spider,4,4,55,1322
1323,spider,4,4,64,1323
1324,goblin,4,2,29,1324
1325,ghost,1,0,42,1325
1326,ghost,1,0,43,1326
1327,zombie,0,1,11,1327
1328,dragon,2,2,91,1328
1329,ghost,1,0,34,1329
1330,zombie,0,2,23,1330
1331,ghost,1,0,56,1331
1332,spider,4,4,38,1332
1333,goblin,2,2,23,1333
1334,zombie,2,1,12,1334
1335,ghost,2,0,35,1335
1336,dragon,4,4,94,1336
1337,zombie,1,1,27,1337
1338,zombie,1,2,39,1338
1339,spider,4,4,36,1339
1340,goblin,1,2,24,1340
1341,ghost,0,0,36,1341
1342,goblin,3,2,8,1342
1343,spider,4,4,55,1343
1344,spider,4,4,66,1344
1345,goblin,1,2,30,1345
1346,ghost,2,2,52,1346
1347,goblin,4,2,21,1347
1348,ghost,0,2,42,1348
1349,spider,4,4,67,1349
1350,goblin,3,2,7,1350
1351,goblin,1,2,19,1351
1352,dragon,4,2,85,1352
1353,ghost,0,2,44,1353
1354,dragon,4,2,95,1354
1355,zombie,2,0,26,1355
1356,zombie,2,0,10,1356
1357,goblin,1,2,2,1357
1358,spider,4,4,60,1358
1359,goblin,3,2,17,1359
1360,spider,4,4,72,1360
1361,ghost,1,0,53,1361
1362,zombie,2,0,32,1362
1363,zombie,1,2,26,1363
1364,ghost,0,0,51,1364
1365,ghost,1,2,46,1365
1366,ghost,2,0,54,1366
1367,zombie,1,0,26,1367
1368,dragon,4,2,100,1368
1369,zombie,2,0,17,1369
1370,spider,4,4,73,1370
1371,spider,4,4,64,1371
1372,spider,4,4,75,1372
1373,ghost,2,2,35,1373
1374,spider,4,4,36,1374
1375,ghost,1,2,41,1375
1376,ghost,2,0,35,1376
1377,zombie,1,1,17,1377
1378,ghost,2,0,60,1378
1379,ghost,2,0,58,1379
1380,ghost,1,0,46,1380
1381,spider,4,4,48,1381
1382,dragon,4,4,98,1382
1383,dragon,2,2,84,1383
1384,dragon,4,2,83,1384
1385,ghost,0,2,48,1385
1386,spider,4,4,48,1386
1387,spider,4,4,41,1387
1388,spider,4,4,74,1388
1389,ghost,2,2,38,1389
1390,goblin,2,2,9,1390
1391,goblin,3,2,11,1391
1392,spider,4,4,41,1392
1393,dragon,4,4,86,1393
1394,ghost,1,0,56,1394
1395,dragon,4,4,80,1395
1396,spider,4,4,38,1396
1397,spider,4,4,41,1397
1398,zombie,1,0,24,1398
1399,dragon,4,2,82,1399
1400,zombie,2,0,26,1400
1401,ghost,1,0,49,1401
1402,dragon,2,2,83,1402
1403,zombie,2,1,22,1403
1404,ghost,1,0,33,1404
1405,goblin,2,2,21,1405
1406,spider,4,4,47,1406
1407,spider,4,4,71,1407
1408,dragon,2,2,92,1408
1409,zombie,1,0,24,1409
1410,spider,4,4,43,1410
1411,dragon,2,2,81,1411
1412,zombie,1,1,21,1412
1413,dragon,2,2,84,1413
1414,dragon,2,2,94,1414
1415,zombie,0,0,15,1415
1416,goblin,1,2,22,1416
1417,spider,4,4,59,1417
1418,goblin,3,2,8,1418
1419,dragon,2,4,96,1419
1420,spider,4,4,62,1420
1421,dragon,4,2,94,1421
1422,spider,4,4,38,1422
1423,dragon,4,2,96,1423
1424,spider,4,4,42,1424
1425,dragon,4,4,94,1425
1426,spider,4,4,55,1426
1427,ghost,1,2,34,1427
1428,goblin,1,2,3,1428
1429,goblin,1,2,8,1429
1430,goblin,3,2,2,1430
1431,ghost,1,2,34,1431
1432,zombie,0,0,32,1432
1433,zombie,1,0,16,1433
1434,dragon,4,2,92,1434
1435,goblin,3,2,29,1435
1436,zombie,1,0,35,1436
1437,ghost,1,0,59,1437
1438,zombie,0,1,34,1438
1439,dragon,4,4,100,1439
1440,zombie,2,0,16,1440
1441,spider,4,4,73,1441
1442,dragon,2,4,80,1442
1443,dragon,2,4,84,1443
1444,zombie,2,1,22,1444
1445,ghost,2,0,49,1445
1446,zombie,0,1,19,1446
1447,ghost,1,0,46,1447
1448,spider,4,4,40,1448
1449,zombie,2,0,16,1449
1450,spider,4,4,54,1450
1451,zombie,2,2,21,1451
1452,dragon,2,4,100,1452
1453,spider,4,4,60,1453
1454,zombie,1,2,27,1454
1455,dragon,2,4,92,1455
1456,goblin,3,2,30,1456
1457,dragon,4,2,89,1457
1458,zombie,2,1,25,1458
1459,zombie,2,0,28,1459
1460,zombie,1,1,16,1460
1461,zombie,2,2,31,1461
1462,goblin,4,2,24,1462
1463,zombie,0,0,34,1463
1464,goblin,2,2,30,1464
1465,spider,4,4,49,1465
1466,zombie,1,0,38,1466
1467,goblin,2,2,3,1467
1468,ghost,0,0,43,1468
1469,spider,4,4,41,1469
1470,ghost,0,0,52,1470
1471,goblin,1,2,6,1471
1472,zombie,2,1,38,1472
1473,ghost,0,0,37,1473
1474,ghost,2,0,40,1474
1475,dragon,2,4,86,1475
1476,goblin,3,2,4,1476
1477,dragon,2,4,99,1477
1478,goblin,3,2,20,1478
1479,zombie,0,2,28,1479
1480,dragon,2,4,92,1480
1481,dragon,4,2,92,1481
1482,dragon,2,2,96,1482
1483,zombie,2,0,25,1483
1484,dragon,2,2,85,1484
1485,dragon,2,4,97,1485
1486,spider,4,4,66,1486
1487,spider,4,4,65,1487
1488,dragon,2,2,82,1488
1489,zombie,1,1,24,1489
1490,zombie,0,2,30,1490
1491,zombie,0,0,15,1491
1492,goblin,4,2,0,1492
1493,spider,4,4,66,1493
1494,dragon,2,2,81,1494
1495,ghost,2,2,43,1495
1496,spider,4,4,55,1496
1497,spider,4,4,52,1497
1498,ghost,2,0,59,1498
1499,spider,4,4,62,1499
1500,ghost,1,0,57,1500
1501,spider,4,4,72,1501
1502,ghost,0,2,44,1502
1503,spider,4,4,66,1503
1504,dragon,2,4,89,1504
1505,spider,4,4,51,1505
1506,zombie,1,2,11,1506
1507,dragon,2,2,92,1507
1508,goblin,3,2,26,1508
1509,dragon,4,4,89,1509
1510,ghost,1,0,58,1510
1511,zombie,0,1,21,1511
1512,goblin,4,2,7,1512
1513,spider,4,4,57,1513
1514,ghost,0,0,46,1514
1515,zombie,1,2,18,1515
1516,dragon,2,2,86,1516
1517,goblin,2,2,24,1517
1518,zombie,2,0,19,1518
1519,spider,4,4,70,1519
1520,goblin,2,2,12,1520
1521,zombie,2,1,11,1521
1522,dragon,2,2,91,1522
1523,dragon,2,2,80,1523
1524,goblin,1,2,24,1524
1525,ghost,1,0,34,1525
1526,dragon,2,2,94,1526
1527,ghost,2,2,43,1527
1528,dragon,2,2,93,1528
1529,zombie,0,2,20,1529
1530,spider,4,4,57,1530
1531,zombie,2,0,20,1531
1532,ghost,1,0,43,1532
1533,zombie,0,2,25,1533
1534,zombie,1,0,22,1534
1535,dragon,4,4,81,1535
1536,ghost,0,2,53,1536
1537,zombie,2,2,19,1537
1538,zombie,1,0,22,1538
1539,ghost,0,2,34,1539
1540,zombie,1,2,23,1540
1541,dragon,4,4,82,1541
1542,goblin,2,2,18,1542
1543,goblin,1,2,9,1543
1544,ghost,2,2,59,1544
1545,spider,4,4,74,1545
1546,ghost,0,2,60,1546
1547,ghost,2,2,52,1547
1548,ghost,1,2,42,1548
1549,zombie,1,2,18,1549
1550,spider,4,4,64,1550
1551,spider,4,4,60,1551
1552,goblin,3,2,8,1552
1553,dragon,4,4,87,1553
1554,goblin,2,2,5,1554
1555,ghost,0,2,56,1555
1556,zombie,0,1,29,1556
1557,zombie,2,2,35,1557
1558,spider,4,4,36,1558
1559,zombie,0,0,20,1559
1560,spider,4,4,52,1560
1561,goblin,3,2,10,1561
1562,zombie,1,0,37,1562
1563,ghost,0,2,53,1563
1564,goblin,4,2,5,1564
1565,ghost,1,2,34,1565
1566,goblin,2,2,10,1566
1567,ghost,1,2,47,1567
1568,goblin,4,2,19,1568
1569,spider,4,4,37,1569
1570,dragon,2,2,98,1570
1571,spider,4,4,75,1571
1572,dragon,2,2,95,1572
1573,dragon,4,4,82,1573
1574,dragon,2,2,85,1574
1575,ghost,0,2,36,1575
1576,ghost,0,2,54,1576
1577,goblin,2,2,10,1577
1578,goblin,3,2,6,1578
1579,goblin,2,2,3,1579
1580,dragon,4,4,94,1580
1581,ghost,2,0,43,1581
1582,zombie,2,0,17,1582
1583,ghost,2,2,43,1583
1584,spider,4,4,70,1584
1585,goblin,3,2,16,1585
1586,zombie,1,1,12,1586
1587,goblin,2,2,14,1587
1588,goblin,3,2,12,1588
1589,zombie,2,0,33,1589
1590,ghost,1,2,31,1590
1591,goblin,2,2,23,1591
1592,zombie,1,1,14,1592
1593,goblin,4,2,5,1593
1594,zombie,1,2,12,1594
1595,goblin,2,2,4,1595
1596,goblin,1,2,27,1596
1597,spider,4,4,64,1597
1598,spider,4,4,64,1598
1599,goblin,3,2,22,1599
1600,goblin,4,2,8,1600
1601,spider,4,4,48,1601
1602,spider,4,4,64,1602
1603,zombie,1,1,34,1603
1604,dragon,2,2,89,1604
1605,spider,4,4,39,1605
1606,goblin,4,2,2,1606
1607,dragon,4,2,91,1607
1608,spider,4,4,42,1608
1609,ghost,0,0,35,1609
1610,ghost,1,2,52,1610
1611,goblin,2,2,29,1611
1612,dragon,4,4,100,1612
1613,goblin,4,2,2,1613
1614,ghost,0,0,37,1614
1615,ghost,2,2,55,1615
1616,goblin,3,2,29,1616
1617,dragon,2,2,97,1617
1618,ghost,0,0,38,1618
1619,spider,4,4,54,1619
1620,dragon,4,4,88,1620
1621,zombie,0,1,18,1621
1622,spider,4,4,35,1622
1623,ghost,0,2,47,1623
1624,zombie,2,1,36,1624
1625,zombie,0,1,16,1625
1626,dragon,4,2,99,1626
1627,zombie,1,2,20,1627
1628,ghost,1,0,58,1628
1629,dragon,4,4,86,1629
1630,ghost,0,0,39,1630
1631,zombie,1,2,17,1631
1632,dragon,4,2,87,1632
1633,goblin,2,2,27,1633
1634,ghost,2,2,48,1634
1635,goblin,1,2,27,1635
1636,spider,4,4,40,1636
1637,ghost,1,2,54,1637
1638,ghost,2,0,44,1638
1639,zombie,1,2,27,1639
1640,ghost,2,2,45,1640
1641,dragon,4,2,85,1641
1642,ghost,1,0,46,1642
1643,spider,4,4,52,1643
1644,spider,4,4,71,1644
1645,goblin,4,2,29,1645
1646,ghost,0,2,34,1646
1647,goblin,1,2,26,1647
1648,dragon,4,4,100,1648
1649,dragon,4,4,95,1649
1650,ghost,1,0,58,1650
1651,spider,4,4,45,1651
1652,spider,4,4,56,1652
1653,goblin,4,2,15,1653
1654,goblin,2,2,29,1654
1655,dragon,2,4,82,1655
1656,dragon,4,4,83,1656
1657,goblin,3,2,11,1657
1658,goblin,4,2,16,1658
1659,goblin,4,2,0,1659
1660,spider,4,4,49,1660
1661,dragon,2,4,97,1661
1662,zombie,0,0,29,1662
1663,spider,4,4,48,1663
1664,goblin,3,2,10,1664
1665,ghost,1,0,50,1665
1666,ghost,1,2,40,1666
1667,dragon,2,4,83,1667
1668,goblin,2,2,9,1668
1669,spider,4,4,35,1669
1670,spider,4,4,54,1670
1671,zombie,0,2,38,1671
1672,spider,4,4,75,1672
1673,ghost,2,2,38,1673
1674,spider,4,4,59,1674
1675,spider,4,4,59,1675
1676,zombie,1,0,22,1676
1677,spider,4,4,40,1677
1678,spider,4,4,43,1678
1679,goblin,3,2,9,1679
1680,zombie,1,2,31,1680
1681,zombie,0,0,16,1681
1682,goblin,2,2,18,1682
1683,dragon,4,4,92,1683
1684,zombie,1,1,34,1684
1685,zombie,1,2,14,1685
1686,zombie,1,1,40,1686
1687,goblin,4,2,11,1687
1688,goblin,2,2,21,1688
1689,spider,4,4,66,1689
1690,ghost,1,0,56,1690
1691,zombie,1,0,36,1691
1692,spider,4,4,66,1692
1693,spider,4,4,68,1693
1694,ghost,1,0,53,1694
1695,zombie,0,2,14,1695
1696,goblin,4,2,28,1696
1697,goblin,1,2,30,1697
1698,dragon,4,4,80,1698
1699,zombie,0,2,40,1699
1700,goblin,4,2,25,1700
1701,dragon,2,2,97,1701
1702,zombie,1,2,35,1702
1703,dragon,4,4,89,1703
1704,dragon,2,4,82,1704
1705,dragon,2,4,97,1705
1706,goblin,2,2,3,1706
1707,goblin,2,2,3,1707
1708,dragon,4,2,89,1708
1709,ghost,1,2,60,1709
1710,dragon,4,4,95,1710
1711,goblin,1,2,28,1711
1712,dragon,4,4,92,1712
1713,ghost,2,0,45,1713
1714,goblin,1,2,20,1714
1715,dragon,2,4,91,1715
1716,ghost,1,0,44,1716
1717,zombie,2,0,31,1717
1718,ghost,0,0,46,1718
1719,ghost,2,2,37,1719
1720,zombie,1,2,30,1720
1721,goblin,3,2,21,1721
1722,dragon,2,4,96,1722
1723,goblin,1,2,3,1723
1724,dragon,4,4,82,1724
1725,goblin,2,2,28,1725
1726,goblin,1,2,21,1726
1727,spider,4,4,46,1727
1728,spider,4,4,73,1728
1729,zombie,0,1,29,1729
1730,zombie,0,2,34,1730
1731,spider,4,4,71,1731
1732,dragon,2,4,90,1732
1733,goblin,3,2,13,1733
1734,spider,4,4,35,1734
1735,goblin,4,2,15,1735
1736,ghost,2,2,48,1736
1737,zombie,2,0,23,1737
1738,dragon,2,4,92,1738
1739,ghost,0,2,43,1739
1740,ghost,0,0,39,1740
1741,ghost,0,2,30,1741
1742,zombie,1,1,24,1742
1743,goblin,2,2,16,1743
1744,ghost,1,2,39,1744
1745,ghost,1,2,49,1745
1746,zombie,2,1,16,1746
1747,zombie,2,1,14,1747
1748,dragon,4,2,87,1748
1749,goblin,1,2,22,1749
1750,goblin,4,2,23,1750
1751,zombie,0,1,19,1751
1752,dragon,2,2,92,1752
1753,dragon,2,2,89,1753
1754,dragon,4,2,81,1754
1755,dragon,4,2,96,1755
1756,dragon,4,4,87,1756
1757,goblin,4,2,3,1757
1758,spider,4,4,37,1758
1759,dragon,2,2,86,1759
1760,goblin,4,2,22,1760
1761,dragon,2,2,96,1761
1762,goblin,4,2,2,1762
1763,spider,4,4,48,1763
1764,zombie,1,2,13,1764
1765,spider,4,4,71,1765
1766,goblin,4,2,24,1766
1767,ghost,1,2,43,1767
1768,goblin,4,2,10,1768
1769,goblin,3,2,21,1769
1770,ghost,1,2,37,1770
1771,dragon,4,2,85,1771
1772,zombie,0,0,33,1772
1773,ghost,0,0,45,1773
1774,zombie,2,2,11,1774
1775,spider,4,4,66,1775
1776,zombie,2,1,16,1776
1777,dragon,4,2,90,1777
1778,spider,4,4,67,1778
1779,zombie,2,0,12,1779
1780,ghost,0,2,37,1780
1781,ghost,2,2,44,1781
1782,ghost,0,2,41,1782
1783,zombie,1,2,27,1783
1784,goblin,2,2,2,1784
1785,dragon,4,2,88,1785
1786,ghost,2,2,30,1786
1787,zombie,1,0,22,1787
1788,ghost,2,2,59,1788
1789,spider,4,4,67,1789
1790,spider,4,4,55,1790
1791,zombie,1,1,36,1791
1792,ghost,0,0,58,1792
1793,ghost,1,2,35,1793
1794,dragon,4,4,98,1794
1795,zombie,2,1,11,1795
1796,goblin,1,2,20,1796
1797,ghost,1,0,56,1797
1798,dragon,2,4,86,1798
1799,zombie,0,1,23,1799
1800,zombie,1,0,36,1800
1801,goblin,2,2,9,1801
1802,ghost,2,0,47,1802
1803,dragon,4,4,86,1803
1804,goblin,1,2,15,1804
1805,dragon,4,2,88,1805
1806,spider,4,4,45,1806
1807,goblin,3,2,17,1807
1808,spider,4,4,56,1808
1809,goblin,3,2,1,1809
1810,zombie,2,0,25,1810
1811,goblin,4,2,2,1811
1812,goblin,2,2,14,1812
1813,zombie,1,0,35,1813
1814,goblin,1,2,25,1814
1815,zombie,2,2,19,1815
1816,goblin,4,2,30,1816
1817,zombie,1,2,32,1817
1818,ghost,1,0,37,1818
1819,spider,4,4,47,1819
1820,zombie,2,0,27,1820
1821,zombie,1,1,15,1821
1822,zombie,1,2,34,1822
1823,ghost,0,2,47,1823
1824,dragon,2,4,100,1824
1825,goblin,2,2,4,1825
1826,goblin,1,2,4,1826
1827,ghost,1,2,50,1827
1828,zombie,0,2,13,1828
1829,goblin,2,2,18,1829
1830,goblin,2,2,17,1830
1831,zombie,0,2,34,1831
1832,spider,4,4,60,1832
1833,goblin,3,2,21,1833
1834,zombie,1,1,22,1834
1835,spider,4,4,56,1835
1836,goblin,1,2,12,1836
1837,zombie,2,2,40,1837
1838,zombie,2,1,30,1838
1839,ghost,0,0,54,1839
1840,dragon,4,4,94,1840
1841,ghost,0,0,32,1841
1842,goblin,4,2,27,1842
1843,ghost,0,0,35,1843
1844,ghost,0,2,59,1844
1845,goblin,3,2,0,1845
1846,dragon,4,2,90,1846
1847,dragon,4,2,85,1847
1848,goblin,2,2,1,1848
1849,zombie,2,0,35,1849
1850,goblin,4,2,23,1850
1851,zombie,0,2,37,1851
1852,zombie,0,0,34,1852
1853,ghost,0,0,46,1853
1854,goblin,4,2,17,1854
1855,zombie,2,2,23,1855
1856,goblin,2,2,30,1856
1857,zombie,1,0,39,1857
1858,ghost,1,2,54,1858
1859,zombie,1,2,11,1859
1860,spider,4,4,51,1860
1861,ghost,2,2,33,1861
1862,dragon,2,2,86,1862
1863,spider,4,4,61,1863
1864,ghost,1,0,57,1864
1865,dragon,2,4,86,1865
1866,dragon,4,4,80,1866
1867,spider,4,4,72,1867
1868,ghost,1,0,34,1868
1869,goblin,4,2,16,1869
1870,ghost,1,2,53,1870
1871,ghost,1,0,43,1871
1872,zombie,1,0,36,1872
1873,dragon,2,4,85,1873
1874,ghost,1,0,49,1874
1875,zombie,2,0,26,1875
1876,ghost,2,0,58,1876
1877,spider,4,4,45,1877
1878,dragon,4,2,80,1878
1879,zombie,0,2,20,1879
1880,dragon,4,4,93,1880
1881,dragon,2,2,93,1881
1882,spider,4,4,73,1882
1883,dragon,2,4,96,1883
1884,zombie,0,0,13,1884
1885,goblin,1,2,7,1885
1886,ghost,1,0,41,1886
1887,dragon,2,2,100,1887
1888,spider,4,4,55,1888
1889,ghost,0,0,50,1889
1890,dragon,4,2,84,1890
1891,dragon,4,4,100,1891
