enemy_unit_type,odds_of_victory,planet,population,size_of_force,universe
overlord,0.6896946667331433,Eos,8.5,95000,Mirrodin
drone,0.07912538784574419,Ravnica,7.3,88000,Dominaria
drone,0.7819920185607254,Korhal,6.7,25000,Zendikar
zealot,0.6983700821482747,Kamigawa,3.4,54000,Dominaria
overlord,0.38034198360505833,Kamigawa,3.4,29000,Dominaria
drone,0.9053122146293279,Aiur,5.1,46000,Zendikar
negator,0.03139276842879568,Kamigawa,3.4,66000,Dominaria
drone,0.845635355261188,Kamigawa,3.4,31000,Dominaria
drone,0.19579772460261857,Korhal,6.7,31000,Zendikar
tank,0.929049991785477,Korhal,6.7,80000,Zendikar
overlord,0.1369550011059807,Aiur,5.1,53000,Zendikar
dreadnought,0.1027340017984435,Kamigawa,3.4,67000,Dominaria
negator,0.8783757970225723,Ravnica,7.3,3000,Dominaria
dreadnought,0.6943842795709566,Ravnica,7.3,34000,Dominaria
negator,0.05551812018951219,Korhal,6.7,85000,Zendikar
mecha,0.8324885027307578,Gaia,6.7,73000,Mirrodin
dreadnought,0.3299393932054726,Kamigawa,3.4,56000,Dominaria
dreadnought,0.2727648289736263,Korhal,6.7,61000,Zendikar
mecha,0.28647215461893893,Kamigawa,3.4,89000,Dominaria
scout,0.4275186039368104,Korhal,6.7,84000,Zendikar
zealot,0.14925427271955427,Korhal,6.7,19000,Zendikar
tank,0.10333277310655686,Aiur,5.1,92000,Zendikar
drone,0.24271032679916005,Kamigawa,3.4,24000,Dominaria
tank,0.3476749821636538,Aiur,5.1,90000,Zendikar
tank,0.446194826602613,Aiur,5.1,91000,Zendikar
battleship,0.37817688719438447,Ravnica,7.3,44000,Dominaria
battleship,0.19752476457240498,Ravnica,7.3,76000,Dominaria
dreadnought,0.5982072536321538,Kamigawa,3.4,77000,Dominaria
negator,0.21379433653238966,Eos,8.5,28000,Mirrodin
tank,0.30571736267418503,Ravnica,7.3,73000,Dominaria
drone,0.5700829970792163,Aiur,5.1,23000,Zendikar
drone,0.3635191873582735,Gaia,6.7,86000,Mirrodin
scout,0.4580836805334164,Ravnica,7.3,33000,Dominaria
overlord,0.3755249152916692,Gaia,6.7,46000,Mirrodin
dreadnought,0.729306049034233,Aiur,5.1,49000,Zendikar
battleship,0.7247357538275844,Ravnica,7.3,15000,Dominaria
zealot,0.5591240889027626,Kamigawa,3.4,98000,Dominaria
zealot,0.6027577095597253,Gaia,6.7,97000,Mirrodin
battleship,0.34908563773871915,Korhal,6.7,1000,Zendikar
drone,0.13900677947082296,Gaia,6.7,47000,Mirrodin
battleship,0.5381838996381088,Eos,8.5,20000,Mirrodin
mecha,0.6275237393659566,Ravnica,7.3,65000,Dominaria
zealot,0.8089916864221792,Aiur,5.1,26000,Zendikar
mecha,0.8206020457177949,Korhal,6.7,10000,Zendikar
scout,0.9878231324380384,Gaia,6.7,92000,Mirrodin
drone,0.7668478640517635,Kamigawa,3.4,69000,Dominaria
drone,0.31941363302766523,Aiur,5.1,23000,Zendikar
battleship,0.48951226331348385,Gaia,6.7,88000,Mirrodin
mecha,0.04146523498573529,Korhal,6.7,97000,Zendikar
negator,0.9441756592846724,Gaia,6.7,14000,Mirrodin
tank,0.7999930291576596,Gaia,6.7,55000,Mirrodin
mecha,0.9826794877803351,Korhal,6.7,58000,Zendikar
overlord,0.8442424875884331,Kamigawa,3.4,62000,Dominaria
tank,0.42519448838923213,Korhal,6.7,53000,Zendikar
drone,0.5072232207601317,Ravnica,7.3,77000,Dominaria
negator,0.6402434151003308,Kamigawa,3.4,1000,Dominaria
tank,0.2823108325407423,Korhal,6.7,89000,Zendikar
zealot,0.7749074490424281,Aiur,5.1,30000,Zendikar
mecha,0.12023366530616952,Ravnica,7.3,26000,Dominaria
drone,0.58492509207957,Korhal,6.7,55000,Zendikar
tank,0.9044159392850912,Eos,8.5,29000,Mirrodin
battleship,0.6500008964730083,Gaia,6.7,15000,Mirrodin
overlord,0.10484883046259319,Eos,8.5,61000,Mirrodin
tank,0.1764295995741787,Eos,8.5,41000,Mirrodin
mecha,0.8133419346649368,Aiur,5.1,6000,Zendikar
battleship,0.3512335366735885,Korhal,6.7,13000,Zendikar
negator,0.6671234249013878,Korhal,6.7,34000,Zendikar
scout,0.04247082609202235,Korhal,6.7,51000,Zendikar
overlord,0.11507057502741103,Kamigawa,3.4,97000,Dominaria
battleship,0.31785079325519305,Kamigawa,3.4,35000,Dominaria
battleship,0.7927688273869379,Gaia,6.7,32000,Mirrodin
dreadnought,0.015069777820605257,Kamigawa,3.4,95000,Dominaria
negator,0.04796440847868799,Gaia,6.7,58000,Mirrodin
dreadnought,0.8805833685667853,Gaia,6.7,21000,Mirrodin
drone,0.39696949194299824,Aiur,5.1,26000,Zendikar
drone,0.9479749331579691,Gaia,6.7,23000,Mirrodin
negator,0.5430596741540413,Kamigawa,3.4,35000,Dominaria
tank,0.8081239221154105,Kamigawa,3.4,66000,Dominaria
tank,0.4924839130057048,Eos,8.5,91000,Mirrodin
negator,0.23995851500363008,Gaia,6.7,6000,Mirrodin
tank,0.5815112715223019,Aiur,5.1,73000,Zendikar
scout,0.6649239826136991,Eos,8.5,49000,Mirrodin
zealot,0.04960629504673797,Ravnica,7.3,53000,Dominaria
overlord,0.365425091693115,Ravnica,7.3,17000,Dominaria
overlord,0.5163132250921593,Aiur,5.1,96000,Zendikar
overlord,0.06733333389580431,Eos,8.5,69000,Mirrodin
tank,0.22342794601832494,Gaia,6.7,22000,Mirrodin
overlord,0.5434358759691484,Gaia,6.7,87000,Mirrodin
mecha,0.6275446950064808,Eos,8.5,18000,Mirrodin
mecha,0.14103058928031242,Kamigawa,3.4,65000,Dominaria
drone,0.6733269492303946,Korhal,6.7,91000,Zendikar
zealot,0.8716899883635358,Korhal,6.7,54000,Zendikar
zealot,0.6222442415583235,Ravnica,7.3,32000,Dominaria
dreadnought,0.8177495994849883,Eos,8.5,75000,Mirrodin
battleship,0.1865633579361511,Kamigawa,3.4,79000,Dominaria
dreadnought,0.7261471776336138,Korhal,6.7,29000,Zendikar
drone,0.5220747146876972,Aiur,5.1,80000,Zendikar
scout,0.7473892580490121,Ravnica,7.3,17000,Dominaria
tank,0.03165375005255244,Ravnica,7.3,10000,Dominaria
battleship,0.5194557241231458,Aiur,5.1,27000,Zendikar
negator,0.6858013704600345,Aiur,5.1,6000,Zendikar
mecha,0.5149903233617275,Ravnica,7.3,57000,Dominaria
mecha,0.09011748671588937,Ravnica,7.3,64000,Dominaria
mecha,0.7514627157843627,Aiur,5.1,92000,Zendikar
dreadnought,0.24048294835442707,Aiur,5.1,53000,Zendikar
mecha,0.2467449051917353,Aiur,5.1,73000,Zendikar
overlord,0.5824739050893155,Aiur,5.1,12000,Zendikar
dreadnought,0.15988164914677183,Gaia,6.7,24000,Mirrodin
zealot,0.6694394284037113,Gaia,6.7,59000,Mirrodin
negator,0.4435951733415814,Gaia,6.7,81000,Mirrodin
negator,0.35963852826962894,Korhal,6.7,65000,Zendikar
overlord,0.5364031300567551,Gaia,6.7,69000,Mirrodin
drone,0.05234141711643958,Gaia,6.7,46000,Mirrodin
drone,0.19312638690933293,Korhal,6.7,34000,Zendikar
battleship,0.2532212213417965,Korhal,6.7,14000,Zendikar
dreadnought,0.3018569829110421,Gaia,6.7,2000,Mirrodin
dreadnought,0.28096519864481184,Aiur,5.1,36000,Zendikar
negator,0.012158489323794042,Aiur,5.1,98000,Zendikar
zealot,0.8740615912930191,Ravnica,7.3,84000,Dominaria
tank,0.6064947817885311,Eos,8.5,23000,Mirrodin
dreadnought,0.5762269946826508,Ravnica,7.3,97000,Dominaria
drone,0.48551250518588307,Korhal,6.7,42000,Zendikar
drone,0.034893614807083084,Eos,8.5,21000,Mirrodin
mecha,0.08891678398284031,Kamigawa,3.4,33000,Dominaria
drone,0.02563475198416898,Kamigawa,3.4,36000,Dominaria
tank,0.08017674497124738,Kamigawa,3.4,51000,Dominaria
scout,0.13104331099553146,Eos,8.5,27000,Mirrodin
zealot,0.10936894599515712,Ravnica,7.3,41000,Dominaria
tank,0.9795758769705463,Ravnica,7.3,78000,Dominaria
tank,0.5422307105395058,Gaia,6.7,94000,Mirrodin
dreadnought,0.2955367395020937,Kamigawa,3.4,66000,Dominaria
battleship,0.044586378322207354,Gaia,6.7,44000,Mirrodin
mecha,0.06805039953846859,Gaia,6.7,53000,Mirrodin
battleship,0.24169990393470953,Eos,8.5,66000,Mirrodin
zealot,0.6271132185752644,Ravnica,7.3,96000,Dominaria
zealot,0.3591903306843328,Aiur,5.1,95000,Zendikar
drone,0.5293664753259049,Kamigawa,3.4,32000,Dominaria
zealot,0.3759573350366916,Aiur,5.1,25000,Zendikar
tank,0.6255204996429822,Eos,8.5,31000,Mirrodin
negator,0.7846641840494573,Aiur,5.1,83000,Zendikar
drone,0.9952870139268228,Korhal,6.7,50000,Zendikar
negator,0.9562147315212902,Korhal,6.7,67000,Zendikar
drone,0.4795473589860484,Aiur,5.1,58000,Zendikar
dreadnought,0.18753692323496363,Kamigawa,3.4,38000,Dominaria
dreadnought,0.7857143075769083,Aiur,5.1,27000,Zendikar
dreadnought,0.11912600029048936,Eos,8.5,42000,Mirrodin
zealot,0.13026305572235863,Ravnica,7.3,26000,Dominaria
negator,0.5783912352759761,Ravnica,7.3,23000,Dominaria
tank,0.1237544968379819,Eos,8.5,97000,Mirrodin
mecha,0.7809067398813251,Ravnica,7.3,74000,Dominaria
negator,0.8105332170775205,Korhal,6.7,54000,Zendikar
dreadnought,0.51678838909667,Aiur,5.1,82000,Zendikar
negator,0.6112121336400672,Korhal,6.7,66000,Zendikar
mecha,0.19077176575776067,Korhal,6.7,59000,Zendikar
tank,0.7354710828509724,Korhal,6.7,7000,Zendikar
battleship,0.46962072321167914,Kamigawa,3.4,20000,Dominaria
overlord,0.4895358206913675,Eos,8.5,47000,Mirrodin
mecha,0.8774172446280092,Gaia,6.7,52000,Mirrodin
dreadnought,0.7840853761407787,Korhal,6.7,84000,Zendikar
battleship,0.48219813534737244,Aiur,5.1,35000,Zendikar
zealot,0.5977322449602316,Kamigawa,3.4,36000,Dominaria
negator,0.9519829765083054,Aiur,5.1,46000,Zendikar
drone,0.6398073383208766,Gaia,6.7,9000,Mirrodin
dreadnought,0.6597908603344373,Ravnica,7.3,22000,Dominaria
drone,0.7003405718958564,Kamigawa,3.4,75000,Dominaria
overlord,0.35078037202796664,Ravnica,7.3,95000,Dominaria
negator,0.33607897190752467,Aiur,5.1,34000,Zendikar
negator,0.4874428579467407,Ravnica,7.3,50000,Dominaria
mecha,0.3137110968400143,Korhal,6.7,44000,Zendikar
negator,0.6041396549193152,Aiur,5.1,10000,Zendikar
overlord,0.47549060659490505,Gaia,6.7,29000,Mirrodin
zealot,0.8010154772297282,Eos,8.5,10000,Mirrodin
battleship,0.3391595364524165,Aiur,5.1,28000,Zendikar
scout,0.053258243115917536,Eos,8.5,28000,Mirrodin
dreadnought,0.2066141260117511,Ravnica,7.3,69000,Dominaria
zealot,0.5552907432982033,Gaia,6.7,92000,Mirrodin
scout,0.595123633606989,Ravnica,7.3,10000,Dominaria
zealot,0.8432195968357442,Gaia,6.7,70000,Mirrodin
battleship,0.7341370045134595,Aiur,5.1,80000,Zendikar
zealot,0.935949721358606,Ravnica,7.3,37000,Dominaria
dreadnought,0.04375162055039861,Eos,8.5,22000,Mirrodin
tank,0.429678460418334,Gaia,6.7,61000,Mirrodin
drone,0.9456220179200507,Ravnica,7.3,73000,Dominaria
drone,0.10796096772517572,Kamigawa,3.4,59000,Dominaria
mecha,0.7228132100269583,Eos,8.5,6000,Mirrodin
mecha,0.7195527757060661,Aiur,5.1,25000,Zendikar
overlord,0.8862145549831419,Kamigawa,3.4,82000,Dominaria
mecha,0.3254551471614118,Korhal,6.7,98000,Zendikar
drone,0.7715989667077511,Eos,8.5,37000,Mirrodin
mecha,0.7309895372466249,Gaia,6.7,67000,Mirrodin
battleship,0.8193627375310587,Ravnica,7.3,73000,Dominaria
dreadnought,0.9719737669221733,Kamigawa,3.4,73000,Dominaria
mecha,0.7489493850483107,Aiur,5.1,85000,Zendikar
tank,0.5634312546478905,Gaia,6.7,3000,Mirrodin
negator,0.5436955738195615,Kamigawa,3.4,18000,Dominaria
drone,0.4157397458516495,Eos,8.5,87000,Mirrodin
dreadnought,0.6450816007283443,Gaia,6.7,11000,Mirrodin
mecha,0.2677944683575393,Kamigawa,3.4,89000,Dominaria
drone,0.9215054380034714,Korhal,6.7,9000,Zendikar
scout,0.14750863713067208,Eos,8.5,42000,Mirrodin
overlord,0.3614826806161361,Korhal,6.7,87000,Zendikar
drone,0.3422321032304415,Ravnica,7.3,69000,Dominaria
drone,0.6547810059724372,Kamigawa,3.4,53000,Dominaria
drone,0.20516071780586886,Eos,8.5,8000,Mirrodin
mecha,0.8002842057124029,Ravnica,7.3,37000,Dominaria
overlord,0.20564637096520944,Korhal,6.7,80000,Zendikar
negator,0.3725453974309323,Gaia,6.7,35000,Mirrodin
tank,0.5284659719728779,Ravnica,7.3,86000,Dominaria
drone,0.025068192774354014,Ravnica,7.3,21000,Dominaria
zealot,0.9097144874054482,Eos,8.5,39000,Mirrodin
negator,0.1340380638607751,Gaia,6.7,10000,Mirrodin
negator,0.6294734647391438,Kamigawa,3.4,68000,Dominaria
battleship,0.7568059407237729,Kamigawa,3.4,47000,Dominaria
scout,0.7783518552898417,Ravnica,7.3,73000,Dominaria
dreadnought,0.5774127645857339,Gaia,6.7,84000,Mirrodin
zealot,0.6613385957911837,Korhal,6.7,19000,Zendikar
battleship,0.4842826702612234,Kamigawa,3.4,4000,Dominaria
scout,0.11743287344724262,Eos,8.5,55000,Mirrodin
negator,0.41355167215611666,Gaia,6.7,49000,Mirrodin
scout,0.3435682607279663,Aiur,5.1,42000,Zendikar
dreadnought,0.8986171432851942,Aiur,5.1,83000,Zendikar
scout,0.027208296718501113,Gaia,6.7,4000,Mirrodin
mecha,0.40142620774670623,Eos,8.5,14000,Mirrodin
tank,0.31222084691699103,Aiur,5.1,23000,Zendikar
mecha,0.48108376397858243,Gaia,6.7,37000,Mirrodin
drone,0.29262741571069295,Eos,8.5,76000,Mirrodin
tank,0.040814296612555756,Ravnica,7.3,81000,Dominaria
dreadnought,0.09680233365613211,Eos,8.5,8000,Mirrodin
tank,0.8844874710677259,Eos,8.5,81000,Mirrodin
mecha,0.43099269024631637,Aiur,5.1,62000,Zendikar
drone,0.036865836636785554,Gaia,6.7,89000,Mirrodin
mecha,0.8418353450946662,Korhal,6.7,51000,Zendikar
mecha,0.5638027678812003,Gaia,6.7,88000,Mirrodin
drone,0.3668355073695616,Korhal,6.7,13000,Zendikar
overlord,0.27350669725419763,Aiur,5.1,76000,Zendikar
battleship,0.399474215942638,Korhal,6.7,62000,Zendikar
dreadnought,0.7632670138854812,Eos,8.5,71000,Mirrodin
tank,0.43905588074660196,Ravnica,7.3,58000,Dominaria
mecha,0.432119424726893,Eos,8.5,73000,Mirrodin
negator,0.5261021215133402,Kamigawa,3.4,86000,Dominaria
battleship,0.26413999588785464,Korhal,6.7,82000,Zendikar
dreadnought,0.4847679470785726,Kamigawa,3.4,64000,Dominaria
dreadnought,0.3606770344131903,Ravnica,7.3,14000,Dominaria
zealot,0.6724290080387103,Aiur,5.1,9000,Zendikar
scout,0.4313175524150752,Korhal,6.7,46000,Zendikar
battleship,0.500213364530073,Gaia,6.7,66000,Mirrodin
drone,0.001850043568787818,Eos,8.5,87000,Mirrodin
scout,0.526394511678021,Eos,8.5,43000,Mirrodin
negator,0.2646369610321736,Eos,8.5,84000,Mirrodin
scout,0.7065073696502336,Gaia,6.7,18000,Mirrodin
negator,0.9758645756617087,Ravnica,7.3,29000,Dominaria
battleship,0.36488506841359036,Ravnica,7.3,22000,Dominaria
zealot,0.9823129435266005,Gaia,6.7,93000,Mirrodin
mecha,0.30003985692933755,Ravnica,7.3,86000,Dominaria
mecha,0.8597765634361676,Ravnica,7.3,93000,Dominaria
overlord,0.4335417539517711,Kamigawa,3.4,94000,Dominaria
drone,0.8187438272336659,Korhal,6.7,62000,Zendikar
mecha,0.07382119991379643,Kamigawa,3.4,29000,Dominaria
battleship,0.9318158482730264,Gaia,6.7,93000,Mirrodin
scout,0.6538267667304837,Aiur,5.1,73000,Zendikar
dreadnought,0.37450007375109473,Ravnica,7.3,5000,Dominaria
tank,0.9652166948906036,Ravnica,7.3,35000,Dominaria
dreadnought,0.10459698437063947,Gaia,6.7,83000,Mirrodin
scout,0.7021509890959144,Ravnica,7.3,56000,Dominaria
tank,0.7256503452290004,Eos,8.5,12000,Mirrodin
drone,0.19934899425775632,Gaia,6.7,75000,Mirrodin
battleship,0.7514698423161977,Aiur,5.1,35000,Zendikar
negator,0.29755235507060096,Korhal,6.7,68000,Zendikar
dreadnought,0.7125765918625953,Gaia,6.7,39000,Mirrodin
battleship,0.5659533459936444,Kamigawa,3.4,3000,Dominaria
drone,0.26468709360314624,Ravnica,7.3,57000,Dominaria
negator,0.7405871288450768,Ravnica,7.3,66000,Dominaria
drone,0.27140655227323474,Gaia,6.7,17000,Mirrodin
dreadnought,0.7017648387287069,Gaia,6.7,71000,Mirrodin
scout,0.005403179082290599,Kamigawa,3.4,54000,Dominaria
drone,0.6707677775281261,Gaia,6.7,63000,Mirrodin
overlord,0.24366340581709156,Gaia,6.7,19000,Mirrodin
negator,0.7207955435904743,Ravnica,7.3,54000,Dominaria
scout,0.03262786385994354,Ravnica,7.3,49000,Dominaria
overlord,0.9738384568228259,Kamigawa,3.4,21000,Dominaria
battleship,0.49858365544537986,Ravnica,7.3,82000,Dominaria
mecha,0.7435870969889871,Ravnica,7.3,5000,Dominaria
drone,0.025307832386225693,Ravnica,7.3,64000,Dominaria
zealot,0.40928184057888106,Ravnica,7.3,76000,Dominaria
scout,0.3223007275889186,Ravnica,7.3,97000,Dominaria
mecha,0.6770748256365696,Ravnica,7.3,81000,Dominaria
overlord,0.03763878291272149,Gaia,6.7,44000,Mirrodin
negator,0.3316204638060348,Kamigawa,3.4,90000,Dominaria
tank,0.9784910652821046,Korhal,6.7,75000,Zendikar
negator,0.7657090921335381,Aiur,5.1,71000,Zendikar
battleship,0.0755868425845585,Gaia,6.7,84000,Mirrodin
battleship,0.8214014560659462,Eos,8.5,22000,Mirrodin
zealot,0.1218334135576048,Eos,8.5,97000,Mirrodin
mecha,0.7545818679407406,Korhal,6.7,44000,Zendikar
scout,0.7784932924838248,Kamigawa,3.4,9000,Dominaria
negator,0.733002160335883,Ravnica,7.3,16000,Dominaria
zealot,0.5883846082695995,Korhal,6.7,44000,Zendikar
mecha,0.39059460053763617,Aiur,5.1,76000,Zendikar
scout,0.33104429336944996,Korhal,6.7,90000,Zendikar
negator,0.9437178913714446,Kamigawa,3.4,49000,Dominaria
scout,0.7422171423210937,Ravnica,7.3,39000,Dominaria
negator,0.9077911188511428,Korhal,6.7,94000,Zendikar
scout,0.9726266513798019,Korhal,6.7,39000,Zendikar
overlord,0.3133352498138181,Eos,8.5,44000,Mirrodin
mecha,0.6962515711241564,Aiur,5.1,4000,Zendikar
mecha,0.9452145574585741,Gaia,6.7,24000,Mirrodin
tank,0.521262493994487,Korhal,6.7,38000,Zendikar
drone,0.599050557284069,Ravnica,7.3,29000,Dominaria
drone,0.9104893869759851,Korhal,6.7,5000,Zendikar
battleship,0.6786104392851094,Korhal,6.7,6000,Zendikar
mecha,0.8620663678735828,Eos,8.5,80000,Mirrodin
overlord,0.9626484884676835,Kamigawa,3.4,35000,Dominaria
battleship,0.671253082953573,Ravnica,7.3,87000,Dominaria
mecha,0.5666783850799811,Korhal,6.7,67000,Zendikar
battleship,0.6611159176553757,Korhal,6.7,56000,Zendikar
dreadnought,0.9490784212594928,Aiur,5.1,6000,Zendikar
overlord,0.02909737798321599,Gaia,6.7,67000,Mirrodin
tank,0.24249503001231776,Gaia,6.7,56000,Mirrodin
scout,0.11009723074550049,Ravnica,7.3,43000,Dominaria
negator,0.36672248182945844,Ravnica,7.3,72000,Dominaria
scout,0.5453143328671703,Gaia,6.7,58000,Mirrodin
battleship,0.3883315974075483,Gaia,6.7,83000,Mirrodin
negator,0.24602610359955934,Eos,8.5,68000,Mirrodin
dreadnought,0.5138718825607111,Korhal,6.7,79000,Zendikar
zealot,0.17328412906755852,Kamigawa,3.4,44000,Dominaria
dreadnought,0.28958835996617427,Gaia,6.7,19000,Mirrodin
zealot,0.3056029341306912,Gaia,6.7,70000,Mirrodin
battleship,0.8874906881240919,Aiur,5.1,45000,Zendikar
negator,0.6832486167870511,Ravnica,7.3,74000,Dominaria
mecha,0.4105813052571584,Gaia,6.7,84000,Mirrodin
negator,0.005894041943258932,Eos,8.5,41000,Mirrodin
drone,0.9227678982940749,Eos,8.5,83000,Mirrodin
scout,0.5806516748257073,Aiur,5.1,43000,Zendikar
battleship,0.9023310965518294,Eos,8.5,7000,Mirrodin
negator,0.2162259440024089,Kamigawa,3.4,52000,Dominaria
battleship,0.3213117180834395,Gaia,6.7,73000,Mirrodin
overlord,0.5697816046198039,Kamigawa,3.4,64000,Dominaria
negator,0.636635339956146,Aiur,5.1,3000,Zendikar
negator,0.3862516814829824,Aiur,5.1,20000,Zendikar
tank,0.5142143223587379,Aiur,5.1,18000,Zendikar
overlord,0.8253678800745227,Gaia,6.7,20000,Mirrodin
battleship,0.21444402609124125,Eos,8.5,63000,Mirrodin
dreadnought,0.22700795305047106,Aiur,5.1,48000,Zendikar
tank,0.3197399450034559,Aiur,5.1,28000,Zendikar
scout,0.28148142982273705,Eos,8.5,47000,Mirrodin
overlord,0.09833718398796398,Aiur,5.1,18000,Zendikar
tank,0.41295952305695827,Gaia,6.7,90000,Mirrodin
tank,0.5926983063065024,Korhal,6.7,61000,Zendikar
tank,0.6690301399219676,Aiur,5.1,56000,Zendikar
drone,0.5846218639379643,Aiur,5.1,6000,Zendikar
scout,0.19528518911780002,Aiur,5.1,92000,Zendikar
drone,0.2871388236553879,Gaia,6.7,23000,Mirrodin
negator,0.8723904254923277,Korhal,6.7,96000,Zendikar
mecha,0.6744116015357214,Ravnica,7.3,5000,Dominaria
negator,0.16881937186825735,Gaia,6.7,26000,Mirrodin
drone,0.23844266429543126,Korhal,6.7,48000,Zendikar
overlord,0.2515493314791961,Korhal,6.7,51000,Zendikar
tank,0.06812850937699388,Korhal,6.7,4000,Zendikar
battleship,0.8303686839917497,Ravnica,7.3,90000,Dominaria
mecha,0.8390513894018995,Ravnica,7.3,78000,Dominaria
drone,0.35880083362864423,Aiur,5.1,8000,Zendikar
negator,0.18778390566777625,Aiur,5.1,73000,Zendikar
mecha,0.385270952187429,Eos,8.5,31000,Mirrodin
zealot,0.5636152782720955,Ravnica,7.3,86000,Dominaria
overlord,0.2363537506078497,Aiur,5.1,35000,Zendikar
negator,0.33292551914890256,Korhal,6.7,87000,Zendikar
drone,0.7544226816803621,Kamigawa,3.4,31000,Dominaria
scout,0.006750964066064236,Eos,8.5,69000,Mirrodin
battleship,0.19508559895698563,Korhal,6.7,67000,Zendikar
scout,0.3901599608464992,Eos,8.5,68000,Mirrodin
scout,0.5161793304693696,Gaia,6.7,91000,Mirrodin
mecha,0.8736197252372718,Aiur,5.1,50000,Zendikar
tank,0.007340422528450241,Gaia,6.7,79000,Mirrodin
tank,0.5343655688499012,Korhal,6.7,11000,Zendikar
dreadnought,0.343501559950813,Kamigawa,3.4,5000,Dominaria
mecha,0.5062794278974032,Kamigawa,3.4,95000,Dominaria
overlord,0.2499769467623546,Gaia,6.7,40000,Mirrodin
zealot,0.259302765571099,Aiur,5.1,56000,Zendikar
scout,0.6454503832108869,Gaia,6.7,3000,Mirrodin
negator,0.6192047567483404,Aiur,5.1,83000,Zendikar
negator,0.8849821040360327,Ravnica,7.3,49000,Dominaria
zealot,0.33837173481641447,Ravnica,7.3,54000,Dominaria
drone,0.8788661481997695,Gaia,6.7,70000,Mirrodin
battleship,0.7042845276689041,Eos,8.5,40000,Mirrodin
drone,0.3642030345039655,Gaia,6.7,41000,Mirrodin
tank,0.7578301168204438,Kamigawa,3.4,1000,Dominaria
dreadnought,0.46684797164281133,Aiur,5.1,22000,Zendikar
tank,0.6808376437089643,Korhal,6.7,30000,Zendikar
zealot,0.6856817314387934,Eos,8.5,45000,Mirrodin
dreadnought,0.7334760644361074,Eos,8.5,31000,Mirrodin
zealot,0.5303012333842109,Ravnica,7.3,47000,Dominaria
tank,0.2844850953983933,Gaia,6.7,78000,Mirrodin
overlord,0.9330814700279328,Aiur,5.1,30000,Zendikar
battleship,0.012098724946617345,Korhal,6.7,58000,Zendikar
mecha,0.4686834378920869,Eos,8.5,4000,Mirrodin
overlord,0.6985349666537771,Kamigawa,3.4,55000,Dominaria
overlord,0.8556100853645866,Eos,8.5,26000,Mirrodin
overlord,0.15615049785243784,Gaia,6.7,22000,Mirrodin
zealot,0.6755250626066365,Eos,8.5,24000,Mirrodin
zealot,0.9114227017376434,Aiur,5.1,6000,Zendikar
tank,0.6014015758306572,Gaia,6.7,33000,Mirrodin
scout,0.8941769137405663,Gaia,6.7,55000,Mirrodin
overlord,0.8926846913904367,Aiur,5.1,29000,Zendikar
tank,0.2265773512297109,Aiur,5.1,52000,Zendikar
negator,0.11117660525953088,Ravnica,7.3,60000,Dominaria
battleship,0.029147321174341045,Aiur,5.1,92000,Zendikar
dreadnought,0.007927498421616774,Ravnica,7.3,52000,Dominaria
battleship,0.5242652046855383,Kamigawa,3.4,89000,Dominaria
tank,0.9415190753159725,Kamigawa,3.4,46000,Dominaria
scout,0.4520779367466259,Kamigawa,3.4,18000,Dominaria
tank,0.2776782314397427,Gaia,6.7,43000,Mirrodin
