cancelled,contract length,days active,invites sent,money spent,occupation,used coupon code,user ID
no,annual,74,4,366,developer,yes,3639
yes,monthly,30,7,304,engineering manager,no,3640
no,monthly,115,10,202,developer,no,3641
no,annual,40,4,323,product manager,no,3642
no,monthly,132,18,142,developer,no,3643
yes,monthly,13,6,1167,product manager,no,3644
yes,monthly,19,10,816,engineering manager,no,3645
yes,monthly,58,6,140,marketer,no,3646
yes,monthly,6,8,293,developer,yes,3647
yes,monthly,34,5,82,marketer,no,3648
no,annual,37,6,703,engineering manager,yes,3649
no,annual,133,10,911,developer,no,3650
yes,annual,30,3,948,marketer,yes,3651
no,monthly,27,19,220,developer,no,3652
yes,annual,91,12,949,sales,yes,3653
no,monthly,18,13,733,engineering manager,no,3654
no,monthly,137,20,1187,product manager,yes,3655
yes,monthly,48,8,678,marketer,no,3656
no,annual,12,12,37,product manager,no,3657
no,monthly,108,13,194,product manager,no,3658
no,monthly,29,13,257,product manager,no,3659
no,monthly,125,3,1086,product manager,no,3660
yes,monthly,47,8,449,marketer,no,3661
no,monthly,40,1,559,engineering manager,no,3662
yes,monthly,94,8,666,marketer,yes,3663
no,monthly,73,17,1112,engineering manager,no,3664
no,monthly,35,10,179,developer,no,3665
yes,monthly,54,0,148,sales,no,3666
no,annual,75,14,494,developer,yes,3667
no,monthly,17,17,725,product manager,no,3668
yes,monthly,56,3,884,designer,yes,3669
no,monthly,55,3,60,engineering manager,no,3670
no,annual,33,8,501,engineering manager,yes,3671
no,annual,69,20,657,engineering manager,yes,3672
no,monthly,129,6,1199,engineering manager,yes,3673
yes,monthly,56,0,116,designer,yes,3674
no,monthly,13,1,1015,product manager,yes,3675
no,monthly,48,2,948,engineering manager,no,3676
no,annual,112,13,640,engineering manager,yes,3677
yes,monthly,2,3,127,designer,yes,3678
no,monthly,98,7,454,developer,no,3679
no,monthly,100,10,803,product manager,no,3680
no,monthly,8,20,237,product manager,yes,3681
no,monthly,36,6,274,engineering manager,no,3682
no,monthly,103,2,1116,developer,yes,3683
no,monthly,83,3,74,engineering manager,no,3684
no,monthly,65,2,273,product manager,yes,3685
no,monthly,140,13,406,product manager,yes,3686
yes,annual,84,2,362,designer,no,3687
no,monthly,102,10,1028,product manager,no,3688
no,annual,55,16,471,developer,yes,3689
no,monthly,43,17,471,engineering manager,yes,3690
no,monthly,8,3,432,product manager,yes,3691
no,annual,15,9,555,developer,no,3692
no,monthly,88,10,103,engineering manager,yes,3693
no,monthly,124,17,160,product manager,yes,3694
no,annual,122,18,332,engineering manager,yes,3695
no,monthly,106,19,974,engineering manager,yes,3696
no,annual,62,2,1033,developer,yes,3697
no,monthly,75,2,146,developer,no,3698
yes,monthly,74,7,477,marketer,yes,3699
yes,monthly,27,1,167,sales,yes,3700
no,monthly,29,14,1170,product manager,yes,3701
yes,monthly,91,3,785,designer,no,3702
no,monthly,79,20,521,engineering manager,no,3703
no,monthly,97,6,335,product manager,yes,3704
no,annual,53,7,442,developer,no,3705
no,monthly,130,9,935,product manager,no,3706
no,annual,42,15,204,engineering manager,yes,3707
no,monthly,129,9,920,developer,no,3708
no,annual,86,0,336,developer,yes,3709
no,monthly,135,9,269,developer,yes,3710
no,monthly,9,14,733,product manager,yes,3711
no,annual,131,11,72,product manager,yes,3712
no,monthly,123,4,50,engineering manager,yes,3713
yes,annual,94,5,873,marketer,no,3714
no,monthly,36,19,95,developer,no,3715
yes,annual,79,8,44,developer,yes,3716
no,monthly,32,4,1120,engineering manager,yes,3717
yes,monthly,4,11,32,engineering manager,yes,3718
yes,monthly,3,4,904,engineering manager,no,3719
yes,monthly,12,4,1180,designer,yes,3720
no,annual,23,16,925,developer,no,3721
no,annual,111,10,845,engineering manager,no,3722
yes,annual,95,12,392,sales,no,3723
yes,annual,27,11,1027,product manager,yes,3724
no,monthly,17,17,340,product manager,yes,3725
yes,monthly,5,2,108,sales,yes,3726
yes,annual,11,9,168,sales,no,3727
no,monthly,58,14,152,developer,no,3728
no,monthly,42,19,340,engineering manager,yes,3729
no,monthly,42,3,454,product manager,no,3730
no,monthly,98,8,395,developer,no,3731
no,monthly,40,19,1059,developer,no,3732
no,annual,33,5,924,engineering manager,no,3733
no,monthly,115,15,268,developer,yes,3734
no,annual,131,8,339,engineering manager,yes,3735
no,monthly,68,4,750,engineering manager,yes,3736
no,monthly,128,15,45,engineering manager,yes,3737
no,monthly,75,0,340,engineering manager,yes,3738
yes,monthly,30,0,725,developer,no,3739
no,monthly,31,1,892,engineering manager,no,3740
no,monthly,141,2,435,product manager,no,3741
no,annual,115,8,107,developer,no,3742
no,annual,138,3,306,developer,yes,3743
no,monthly,4,6,969,product manager,no,3744
yes,monthly,95,11,114,sales,yes,3745
no,monthly,143,19,1007,engineering manager,yes,3746
no,annual,134,0,1097,engineering manager,no,3747
no,monthly,33,5,429,developer,no,3748
no,monthly,70,4,1010,developer,no,3749
no,annual,127,6,858,engineering manager,no,3750
no,annual,103,18,978,engineering manager,no,3751
no,monthly,89,1,364,engineering manager,no,3752
no,monthly,47,20,635,product manager,yes,3753
yes,monthly,23,5,341,engineering manager,yes,3754
no,monthly,1,7,446,engineering manager,yes,3755
yes,annual,1,3,51,designer,yes,3756
no,annual,92,4,969,product manager,no,3757
no,monthly,23,2,526,developer,no,3758
no,annual,42,5,590,developer,yes,3759
yes,monthly,21,9,118,engineering manager,yes,3760
no,monthly,36,13,453,developer,yes,3761
no,annual,56,10,714,developer,yes,3762
no,annual,61,15,1089,product manager,yes,3763
no,monthly,79,3,7,developer,yes,3764
yes,monthly,57,10,1116,sales,no,3765
no,annual,78,17,308,engineering manager,no,3766
no,monthly,111,2,770,product manager,no,3767
yes,monthly,25,2,581,designer,no,3768
yes,monthly,52,8,807,engineering manager,no,3769
yes,monthly,8,9,23,engineering manager,yes,3770
no,monthly,13,19,377,engineering manager,no,3771
yes,monthly,80,8,164,product manager,no,3772
yes,monthly,66,11,1174,sales,no,3773
no,monthly,133,10,681,developer,no,3774
no,monthly,61,17,647,product manager,no,3775
no,annual,89,9,87,product manager,no,3776
no,monthly,20,10,934,developer,no,3777
yes,monthly,45,12,827,product manager,yes,3778
no,monthly,138,2,1030,engineering manager,no,3779
no,monthly,148,5,538,product manager,yes,3780
no,monthly,58,0,909,engineering manager,yes,3781
yes,monthly,27,3,587,sales,no,3782
no,monthly,59,20,784,product manager,no,3783
yes,annual,70,7,78,sales,no,3784
no,monthly,75,3,1141,developer,no,3785
no,monthly,15,3,601,product manager,no,3786
no,monthly,74,5,339,product manager,no,3787
no,annual,139,3,518,product manager,no,3788
no,monthly,28,12,1031,engineering manager,no,3789
no,monthly,26,5,729,product manager,no,3790
no,monthly,43,7,259,developer,no,3791
yes,monthly,60,11,125,product manager,no,3792
yes,monthly,90,11,223,developer,no,3793
no,monthly,64,15,325,engineering manager,no,3794
no,annual,9,4,389,product manager,no,3795
yes,monthly,66,2,863,designer,no,3796
yes,monthly,28,6,228,product manager,no,3797
no,monthly,109,12,1164,product manager,no,3798
no,annual,139,15,778,engineering manager,yes,3799
yes,annual,55,2,1180,developer,yes,3800
no,annual,84,9,1029,product manager,no,3801
no,annual,126,14,875,engineering manager,yes,3802
no,monthly,43,8,1117,developer,yes,3803
no,annual,78,6,481,developer,yes,3804
yes,monthly,66,3,32,marketer,no,3805
no,monthly,117,15,918,engineering manager,yes,3806
no,monthly,6,1,968,engineering manager,no,3807
yes,annual,99,5,1032,developer,no,3808
no,monthly,17,5,910,product manager,yes,3809
no,monthly,24,0,178,engineering manager,yes,3810
no,monthly,82,3,483,developer,yes,3811
no,monthly,26,7,816,engineering manager,yes,3812
no,annual,34,2,959,engineering manager,no,3813
yes,monthly,57,2,197,marketer,no,3814
no,monthly,63,20,642,developer,no,3815
no,monthly,93,12,462,engineering manager,no,3816
no,annual,66,16,677,engineering manager,no,3817
yes,monthly,40,0,120,product manager,no,3818
no,monthly,97,9,491,engineering manager,yes,3819
no,annual,20,16,48,engineering manager,yes,3820
yes,monthly,91,0,32,sales,yes,3821
yes,annual,54,1,741,marketer,yes,3822
no,annual,115,17,121,developer,yes,3823
yes,annual,85,6,84,marketer,yes,3824
yes,monthly,15,10,942,engineering manager,yes,3825
no,monthly,131,19,847,engineering manager,no,3826
no,annual,139,15,153,product manager,no,3827
no,monthly,112,16,695,product manager,no,3828
no,monthly,24,19,263,developer,no,3829
no,annual,3,5,169,product manager,no,3830
no,annual,29,5,757,developer,no,3831
yes,annual,4,12,1043,engineering manager,no,3832
yes,monthly,78,12,23,sales,no,3833
no,monthly,35,20,143,product manager,yes,3834
yes,monthly,8,12,575,sales,no,3835
no,monthly,101,13,966,engineering manager,no,3836
no,annual,103,10,815,developer,yes,3837
no,monthly,1,6,948,product manager,yes,3838
no,annual,59,20,1069,engineering manager,yes,3839
no,monthly,4,12,159,engineering manager,yes,3840
no,monthly,21,8,638,engineering manager,yes,3841
yes,annual,80,11,633,engineering manager,no,3842
no,annual,69,20,685,engineering manager,no,3843
no,monthly,82,17,716,engineering manager,no,3844
no,annual,112,6,979,product manager,yes,3845
no,monthly,60,0,291,developer,yes,3846
yes,monthly,50,12,1077,sales,yes,3847
no,annual,17,6,1174,developer,yes,3848
yes,monthly,90,5,591,engineering manager,yes,3849
yes,monthly,94,7,810,designer,no,3850
yes,monthly,48,5,621,product manager,no,3851
no,monthly,101,0,173,engineering manager,no,3852
no,monthly,30,7,823,developer,yes,3853
no,monthly,77,14,1125,product manager,no,3854
no,annual,57,18,11,developer,yes,3855
yes,annual,78,11,146,product manager,yes,3856
yes,annual,45,10,173,engineering manager,no,3857
no,annual,72,0,1195,engineering manager,no,3858
no,monthly,23,0,387,engineering manager,no,3859
no,monthly,47,14,271,engineering manager,yes,3860
yes,annual,69,11,491,marketer,no,3861
no,annual,50,5,457,product manager,no,3862
no,annual,26,5,651,product manager,no,3863
no,monthly,64,16,284,product manager,no,3864
no,annual,71,3,279,engineering manager,no,3865
yes,monthly,54,2,527,engineering manager,yes,3866
no,monthly,79,8,617,product manager,yes,3867
yes,monthly,49,4,627,designer,no,3868
no,annual,9,16,608,product manager,no,3869
no,monthly,35,4,243,product manager,yes,3870
no,monthly,20,19,1123,developer,yes,3871
no,monthly,2,11,156,product manager,no,3872
no,annual,51,8,872,product manager,yes,3873
no,monthly,41,14,121,engineering manager,no,3874
no,annual,38,7,558,product manager,no,3875
no,annual,17,17,264,engineering manager,yes,3876
no,monthly,47,11,577,developer,no,3877
no,monthly,143,9,583,product manager,no,3878
yes,annual,37,5,1173,developer,no,3879
no,annual,108,15,128,engineering manager,yes,3880
yes,monthly,84,3,390,developer,yes,3881
yes,monthly,75,10,284,engineering manager,no,3882
no,annual,87,1,814,developer,yes,3883
no,monthly,102,13,471,engineering manager,no,3884
no,monthly,29,19,517,engineering manager,no,3885
no,monthly,113,20,648,engineering manager,yes,3886
yes,monthly,16,10,882,sales,no,3887
no,monthly,93,3,582,engineering manager,no,3888
no,monthly,79,4,363,developer,no,3889
yes,monthly,14,11,966,sales,no,3890
no,monthly,62,2,896,engineering manager,no,3891
no,monthly,31,7,884,engineering manager,no,3892
no,monthly,80,10,874,developer,no,3893
no,monthly,56,11,572,product manager,no,3894
no,monthly,129,7,1035,developer,no,3895
yes,monthly,89,12,354,marketer,no,3896
no,annual,4,9,395,engineering manager,no,3897
no,monthly,54,2,379,developer,no,3898
no,monthly,48,1,175,developer,no,3899
no,monthly,81,0,562,engineering manager,yes,3900
no,monthly,82,13,959,product manager,no,3901
no,monthly,73,7,401,product manager,yes,3902
yes,annual,39,9,1143,engineering manager,no,3903
no,annual,54,10,670,product manager,no,3904
no,annual,131,19,569,product manager,yes,3905
yes,annual,61,8,634,engineering manager,yes,3906
yes,monthly,77,2,793,developer,no,3907
yes,monthly,62,8,336,product manager,no,3908
yes,monthly,3,3,1031,marketer,no,3909
no,monthly,25,6,411,developer,yes,3910
no,monthly,110,7,493,product manager,no,3911
no,monthly,106,11,42,developer,no,3912
no,annual,100,3,1162,engineering manager,no,3913
no,monthly,128,3,177,engineering manager,no,3914
yes,monthly,54,3,186,sales,yes,3915
no,monthly,113,13,87,product manager,no,3916
yes,monthly,18,9,1195,designer,no,3917
no,monthly,121,18,46,engineering manager,no,3918
yes,monthly,35,3,6,marketer,yes,3919
no,monthly,79,10,463,developer,yes,3920
no,annual,75,12,920,product manager,no,3921
yes,monthly,95,7,214,sales,no,3922
no,monthly,146,13,125,product manager,yes,3923
no,monthly,67,8,319,developer,yes,3924
no,monthly,42,10,74,product manager,no,3925
no,annual,79,17,481,product manager,yes,3926
no,monthly,13,1,1130,engineering manager,no,3927
yes,monthly,6,1,1148,developer,yes,3928
no,annual,65,11,572,engineering manager,no,3929
yes,monthly,18,12,660,product manager,no,3930
no,annual,96,7,258,product manager,no,3931
no,annual,31,16,584,developer,yes,3932
no,annual,147,4,832,developer,no,3933
yes,monthly,71,4,795,sales,no,3934
no,annual,42,10,1131,engineering manager,no,3935
no,monthly,1,9,599,engineering manager,no,3936
yes,annual,78,3,505,sales,no,3937
no,annual,86,15,859,product manager,no,3938
no,monthly,113,13,997,engineering manager,yes,3939
yes,monthly,49,6,691,engineering manager,no,3940
no,annual,35,16,1173,product manager,yes,3941
yes,monthly,63,8,916,engineering manager,no,3942
no,monthly,39,16,925,developer,yes,3943
no,monthly,84,14,619,engineering manager,no,3944
no,monthly,114,12,323,developer,yes,3945
no,monthly,143,19,1107,developer,yes,3946
no,annual,59,2,357,engineering manager,no,3947
no,monthly,48,0,1100,engineering manager,yes,3948
yes,monthly,72,2,302,designer,no,3949
no,monthly,127,1,369,product manager,yes,3950
yes,monthly,90,12,410,engineering manager,no,3951
no,monthly,14,17,1103,developer,no,3952
no,annual,24,18,688,product manager,no,3953
no,monthly,109,16,805,product manager,yes,3954
no,monthly,101,10,751,developer,no,3955
no,annual,47,3,34,developer,no,3956
yes,monthly,7,12,861,developer,no,3957
no,annual,128,2,380,engineering manager,yes,3958
no,monthly,64,20,46,product manager,yes,3959
yes,monthly,20,7,1005,sales,yes,3960
no,monthly,30,6,1108,developer,no,3961
yes,annual,5,0,1034,developer,yes,3962
yes,monthly,64,0,1077,developer,no,3963
no,monthly,35,1,437,developer,no,3964
no,monthly,35,15,1197,product manager,no,3965
no,annual,64,16,125,product manager,no,3966
yes,monthly,51,8,704,product manager,no,3967
no,monthly,121,8,37,developer,no,3968
no,monthly,87,13,1086,developer,no,3969
no,monthly,115,9,249,product manager,yes,3970
yes,annual,82,8,1136,developer,yes,3971
no,monthly,7,11,612,product manager,no,3972
no,monthly,12,3,1138,developer,no,3973
no,monthly,84,10,158,developer,yes,3974
no,monthly,91,14,1007,product manager,yes,3975
yes,monthly,47,4,1146,developer,yes,3976
yes,monthly,9,11,476,marketer,no,3977
yes,monthly,54,10,16,developer,no,3978
yes,monthly,52,0,754,sales,no,3979
no,monthly,130,6,753,product manager,yes,3980
yes,monthly,19,0,1015,engineering manager,no,3981
yes,monthly,30,5,1113,developer,no,3982
no,monthly,127,3,835,developer,yes,3983
yes,monthly,56,12,1191,sales,no,3984
yes,monthly,35,2,1030,engineering manager,yes,3985
no,monthly,0,20,1190,engineering manager,yes,3986
no,monthly,11,15,939,engineering manager,no,3987
no,monthly,135,18,156,product manager,no,3988
no,monthly,87,8,88,developer,no,3989
yes,monthly,94,2,849,designer,no,3990
yes,monthly,9,8,13,product manager,no,3991
no,monthly,118,20,626,product manager,yes,3992
no,monthly,138,10,752,product manager,yes,3993
no,monthly,5,6,898,developer,no,3994
yes,monthly,60,9,183,designer,no,3995
no,monthly,30,3,537,engineering manager,no,3996
no,monthly,135,0,236,engineering manager,no,3997
no,monthly,105,12,997,product manager,no,3998
yes,monthly,43,11,964,product manager,no,3999
no,monthly,4,15,681,developer,yes,4000
no,monthly,143,1,865,developer,yes,4001
yes,monthly,94,10,184,developer,no,4002
no,annual,139,16,435,engineering manager,yes,4003
yes,monthly,8,5,259,product manager,no,4004
no,monthly,33,11,258,developer,yes,4005
yes,annual,27,12,269,product manager,yes,4006
no,monthly,17,11,286,engineering manager,yes,4007
no,annual,6,15,345,engineering manager,no,4008
no,monthly,5,12,278,developer,yes,4009
